Article_Name,Article_Link,Article_Text
Windows: Changing Default Printing Settings,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=140465,"At Carleton, each printer already has default settings set up. You can check print.ads.carleton.edu/printers/ (must be on campus or on the VPN to view) where the printer defaults are listed under Comment, where it says Add-ons . Default settings are listed with the format “default-duplex” or “default-grayscale."" Click the windows icon in the bottom left corner of your screen and begin typing "" Control Panel "" Click on Devices and Printers Right-click on the printer and choose Printing preferences You’ll see various tabs of options that vary depending on the type of printer. Most settings regarding one-sided/double-sided and color/gray-scale printing, and paper size are under a tab named something like “Printer Options” , “Image Options” or ""Paper/Quality"" When done, click “Ok” to apply and close the window Note: these new settings will be applied every time you print with this printer until they are changed again. These settings won’t be applied to any other printer, you’ll have to repeat these steps for any other printers"
Xerox: Secured Printing,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=146879,"What is Secured Printing? On most Xerox printers, it is possible to send a confidential, ""secure print"" job, to use the industry term. A secure print job is held at the device until you arrive to release it, entering the PIN number you put in when you created the job. This is useful for documents that you don't want others to see, or for large documents that you don't want to hog the printer until you can arrive to babysit. Whether you can use Secure Print with a particular Xerox printer depends on the model of the printer (usually, whether it has a hard drive or RAM drive in it, and up-to-date firmware), and the printer driver (and operating system) on the computer from which you are sending the print job. (Printing must be done directly from a client computer; WebPrint will not work.) Windows client computers always use the Xerox Global Print Driver (X-GPD) PostScript installed from the print server. Mac client computers install printer drivers via the Jamf Self-Service (link opens in a new tab) . Here is an idea of which Xerox models might support Secure Print on each platform, but check your specific printer to be sure Supported on Windows: -X3600, -X3610 (Phaser), -X7760 (Phaser), -XC600 (VersaLink) Not Supported on Windows: -X5550 (Phaser), -X7500 (Phaser) Secured Printing on Windows In your Windows application, choose to Print. Depending on the application, select a button named ""Print Options"" or ""Preferences"". Choose a Print Setup or Printer Properties button only if you don't see either of the others. You're now seeing the Xerox Global Print Driver (X-GPD), Postscript, printer driver. On the Printing Options tab, change the Job Type to Secure Print... A Secure Print window will pop up asking you for a 1-12 digit Passcode (PIN) for this document. (By default, it contains the last passcode you used with a Xerox printer.) Enter any number you wish (4 digits is nice), and enter it again to confirm, but you must remember it; you won't be able to print the document without it. Leave the Job Name field set to ""Use Document Name"", or else you won't be able to identify this document, and choose OK. Change any other options in the printer driver you want, then choose the OK button to close the driver, then choose the Print button in your application. Secured Printing on Mac Note: You might need to install the latest version of the Mac OS X printer driver for this model for these features to work. In your application, choose the Print option. Select Print using the system dialog Click Layout and switch it to Xerox Features Change Job Type from Normal Print to Secure Print Enter a PIN - make sure you remember this, you will need it to print at the printer. Click Print Releasing a Secured Print Job at the Printer On the printer LCD console panel: On a Phaser 3600 or 3610 , press the Menu button (or Left arrow button?), then the up/down arrows to Walk-Up Features then press OK, then up/down arrows to Secure Print then press OK. On a Phaser 7760 , select Walk-Up Printing then press OK, then select Secure Print Jobs , then press OK. On a VersaLink C600 , press the Home button, then on the LCD console choose Jobs , then Personal & Secure Jobs . Navigate to your username then press OK. Use the numeric keypad or the arrow keys to enter your passcode (PIN) then press OK. Select the desired job then use the arrow keys to select options (Print, or Delete after Print) and answer prompts, then press OK. After the job prints, press the physical Start/Stop or Cancel buttons to return the printer to Ready mode."
Classroom Technology,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=142282,The Classroom Technology Support team provides detailed information about each classroom and the technology available in that classroom on their Classroom Technology Support site .
Language Lesson: Report an Issue,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=140434,"To report an issue about Language Lesson, click here ."
Language Lesson: Student Tutorial,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=140430,Below is a link short video tutorial for students on how to use Language Lesson version 3 (Winter 2022). Student Tutorial
Leaving Carleton - Your Personal/Class Websites,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=143255,"Table of Contents Overview Your Options Moving to Another Hosting Provider Passing the Baton Archiving Your Website Permanent Deletion Next Steps Overview If you have ever edited a website with “ sites.carleton.edu ” in the url, chances are you own or were a part of a website in CarlSites (Carleton’s Academic Website service). Before you lose access to your Carleton account, make sure you have a plan for your content before you leave. For students , the College can continue to host your website(s) in our platform for up to 2 years , but we can start the process for the options below right away. For faculty and staff , we will only host your website(s) in our platform during your employment period with the College. If we do not receive a response by the end of these holding periods, your content will be permanently deleted. Your Options Moving to Another Hosting Provider If you own a website or domain and would like to continue working on it beyond graduation, you’ll want to capture a copy of your site(s) then move it to another server. You can chose to move your domain to Reclaim Hosting (Carleton's hosting provider for CarlSites) with a student discount or another web hosting service of your liking. To start this process, please email at@carleton.edu and obtain a copy of your content. Please note : The College will not bear any expenses associated with this migration. Your Carleton account access will still expire after graduation (end of July). So if you choose to keep your site past your account expiration date, please provide us with an alternate email address , such as a personal gmail account. Passing the Baton If you built a personal or communal website, affiliated with a specific department, program or office, and you would like to keep the site at Carleton, please find a consenting member of our Carleton community (preferably a relevant staff or faculty member) to take ownership of the website. Please note: The designated member must take ownership of the site before your Carleton account access expires.You can still have access to the site (provided we have an alternate email address on file), but the designated member will be the new owner. If you choose to remove the site while under new ownership, you are responsible for communicating with and obtaining written permission from the new owner before the site can be completely removed. Archiving Your Website If you wish to preserve your website and not make additional changes, we can help you archive your site. Archiving a website means obtaining a copied version of your website (with its content, data, and media) and storing that copy elsewhere. We can help you archive your website and obtain the necessary files to host it in a local and/or public location. Permanent Deletion We understand that you may not want to keep everything you create at Carleton and would rather have it removed. For these cases, we can permanently remove your website along with all of its contents. Please note : After this removal, the College will not be responsible for providing any copies or backups of your data. Next Steps Please contact Academic Technology (at@carleton.edu) regarding your decision or if you have any questions about the options above. Acknowledgement Created by Em Palencia, 5/12/22, updated 5/26/23"
"FlexWork: Communication, Calendars, and Setting Shared Expectations",https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137230,"Many Carleton Faculty and Staff are used to determining availability by looking for a person at their office or workstation. Not only will colleagues not necessarily be working from their desk, but if the colleague is at a desk they may actually be in a meeting or otherwise not available for interruption. Here are some ways to set and check people's availability for hybrid and remote teams. Develop Shared Expectations with Your Team There are lots of communication tools and settings available , so make sure that you and your team have a shared understanding on things like: How you'll signal to each other that you're busy vs. interruptable What types of communication work best for your team over email, phone, chat, zoom, etc. Will you use Chat or the phone for quick/immediate things while using email for things that have longer timeframes? Are there times when you'll need to rely on asynchronous communication (such as email) as opposed to synchronous communication (such as phone or zoom conversations)? Are there things that should happen over email so that there's a record of the communication? Are there things that should happen by phone or with Chat history turned off so that there's no data retained from the conversation? How will you distinguish between routine vs urgent communications How will you acknowledge that you've received messages when you don't have time to respond fully right away Remember that just like in the physical office, there are many reasons why a colleague may not be at their computer or available to talk at a given moment. Shared expectations will help foster healthy communication rhythms for hybrid and remote teams. Calendar Tips Calendars are powerful communication tools! At a minimum, they can signal to your colleagues when you are unavailable for other conversation. You can set up your Calendar to list your default work hours and location so that colleagues are alerted if they try to invite you to an event outside of your work hours You can use built-in RSVP options in Google Calendar to indicate whether you'll attend the event in person or remotely Event hosts, include a remote option whenever possible, and if attendees respond that they will attend remotely when there is no remote option, communicate with them about their needs and any available options for the meeting. Consider developing a standard way of naming Calendar events so that all attendees know whether an event is on site, hybrid, or virtual. Everyone at Carleton can see your free/busy time (but no event details unless your events or your calendar have been designated Public), so you can check a colleague's calendar to see whether it indicates that they are busy You can manage the visibility of individual events that you created You can share your calendar details with other people who need to see more about what you're doing When you're out of the office, let your calendar help you manage event invitations (scroll down on that page to the Out of Office options) You can integrate Zoom and your Calendar by installing a free plugin Setting your Availability Status Availability statuses help your colleagues know whether they can reach you. In Google Chat and Gmail you can set your availability status , including custom statuses that you determine Not available for a phone all? Set your phone extension to Do Not Disturb Out of Office Notifications When you're unavailable, help your colleagues know that you won't be responding quickly: let your calendar help you manage event invitations (scroll down on that page to the Out of Office options) set up an Out of Office email responder Set a temporary voicemail greeting on Zulu or your Grandstream phone to alert people that you may be delayed in answering voicemail messages Send a Quick Message There's nothing like a quick ""Are you available to chat for a second?"" message sent in Google Chat or email, depending on what your colleagues use as their preferred immediate communication method. Some people may look available because they're sitting quietly at their desk, but they're actually in a meeting or otherwise not interruptable."
Preparing to Work from Off Campus,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137075,"There are many reasons for working from off campus. You may be a hybrid or remote work employee, or you may simply be in an airport or coffee shop. Whatever the reason, here are some preparations to make so that your technology functions for you while you're off campus. Before You Work Off Campus Make sure you have the VPN installed and functioning properly Back up your computer's files Store any files you'll need to use in the Cloud for easy access and continuous backup Know about your Internet connection Write down your Internet Service Provider's name and phone number, as well as your account number, in case of Internet outages Consider your computer equipment Request a Zulu Softphone account Talk with your team about communication patterns Need Help? Please contact the ITS Helpdesk for assistance: go.carleton.edu/helpdesk or 507-222-5999"
Best Practices for Inclusive Meetings in Zoom or Google Meet,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137443,"Host Guidance Add That Link! Remember to add a video conferencing link to your meeting invitation when setting up hybrid or remote meetings Space to speak: Create deliberate pauses and time to ask questions for members in person and remote. It may be difficult for a remote member to chime in quickly, so create a space where it is clear that questions/comments are welcome. Take Turns: When asking a question of the group, sometimes you can ask everyone in the meeting to provide a response by going around to call on each individual. To make this more engaging, you can ask a person to “pass” to someone else when they’re done. You’re on camera: When conducting a hybrid meeting, have both the in-person and remote attendees on screen if possible. If your conference room is not equipped with a camera, consult with ITS about room or technology options, or else ask in-person attendees to bring their laptops and also join zoom video. Be sure people in the physical room only join video, not audio, or else multiple audio sources will cause feedback. Respect people’s decisions not to be on camera when remote. There are many possible technical and environmental reasons for these decisions. Running Late? Communicate! If you are going to be late starting the meeting, send a message to attendees to standby. Remote attendees have no way of knowing what is happening in the room and may think the meeting has been cancelled. Be Proactive: Whenever possible, share a meeting agenda ahead of time. If there are materials you need people to review, send them with ample time to review. Attach them to the meeting invitation whenever possible. This will allow your attendees to be well prepared and be able to participate more fully. BYOD (Bring Your Own Device): Hosts should bring their own laptop to conference rooms. Even if the room has a computer in it, you are most familiar with your own set-up and will be able to facilitate meetings more smoothly. Pre-flight check: Test your technology ahead of time so your meeting runs smoothly. You never know when something might need to be updated or, if you just attended a virtual meeting on a different meeting platform, your mic and speaker may need to be readjusted. Tools of engagement: Make virtual meetings more engaging and inclusive by using interactive tools such as polling, chat, or Jamboards to encourage participation for remote and in-person members.  Consult with ITS about how technology can help make your meetings more inclusive. Attendee Guidance RSVP with note: When responding to a meeting invitation, please indicate whether you will be attending virtually or in person . Consider your background: Visual Backgrounds: If you have a lot of visual distraction or a private space in your camera's view, consider a virtual background but keep in mind that virtual backgrounds can be distracting too if they are busy or the camera has trouble distinguishing where you end and your room begins.  Zoom and Meet have a “blur background” option which simply blurs your real life background. Audio Backgrounds: Choose a place that is separate from where other people will be talking whenever possible. Shared office environments are difficult sound environments both for you and for your office mates. If you're in a place where you can't control your background noise, be sure to stay muted whenever you're not speaking so that Zoom doesn't accidentally choose your background noise over other participants when deciding which sounds to share to everyone in the meeting. Cross-talking: Sometimes there is a slight delay for remote meeting members. Take pauses to prevent cross-talking. Where is my microphone? Stay close enough to your microphone so everyone can hear you clearly. If your conference room doesn’t have a reliable microphone, consult with ITS. Shhhhh! Mute when you’re not speaking or when there is background noise.  This is especially important in larger meetings (10+ participants).  At the same time, for smaller meetings, staying unmuted can help foster an easier flow of conversation. You’re on mute. While it’s courteous to mute when you’re not speaking, be ready to unmute at any time and be sure you’re unmuted before speaking. Camera On? For small meetings with a lot of interactivity, having your camera on creates a more inclusive experience.  For large meetings with a primary purpose of listening, having the camera off is reasonable – consider adding a picture of yourself to your profile. You may also need to turn your camera off if your Internet connection is poor. Special thanks to Vassar College and Vassar's Office of the Vice President for Technology and Human Resources for permission to use and modify their guidance for meeting formats."
Computer Equipment for Your Home Office,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137181,"Typical Equipment for the Home Office Your Carleton Laptop NOTE: If you work with sensitive data, you must use a Carleton-managed computer or petition for an exception to that policy. Laptop Stand External Monitor External Keyboard Mouse Good network connectivity Possibly a printer Equipment Recommendations Here is a list of the equipment that ITS typically deploys to Carleton offices and workspaces . If you are looking for equipment for your home office, that list will provide a good starting place. For a number of people, the largest hurdle to working from a laptop is the size of the screen.  Carleton buys laptops with 13” screens and that’s simply not a lot of space to display the number of windows we typically want to be able to see at once.  Purchasing a good external monitor can greatly improve your hybrid or remote work experience. Carleton typically purchases Dell Ultrasharp monitors, specifically the Ultrasharp U2419H.  These are 24” monitors with very little visible bezel (the plastic bits that run around the outside of the screen area), good brightness, good color representation, and a crisp visual display. However, you may have issues finding these monitors in stock due to the current global supply chain issues. When purchasing a monitor, the three biggest things to consider are the brightness level, the resolution, and the types of connectors it has. ITS looks for a brightness level of at least 200-250 “nits,” which is a unit of brightness measure (specifically, a nit is roughly the amount of light per square meter that an average candle produces; what is an “average candle” is left as an exercise for the reader). For 24” monitors, we look for a resolution of at least 1920x1080 (Full HD).  Generally, as the screen size increases, you want the resolution to also increase; for a 27” monitor, we recommend a resolution of 2560x1440.  Higher resolution basically means each individual pixel is smaller, which results in crisper-looking text. Monitors connect via a number of different types of connections, and you can generally use adapters to get from one kind of connection to another. We recommend getting a monitor that has an HDMI connection; that’s one that looks like this: Image from Wikimedia Commons"
Conferencing for Hybrid Teams: Audio and Video Setup,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137455,"When remote staff join a meeting where others are together in a conference room, you need a way to see and hear each other. One of the big differences is whether each attendee has a computer or whether you are using a camera and display at one point in the room and focusing the conversation around that focus point. Everyone has a laptop: One option is for every person to have a laptop and to connect to a Zoom or Google Meet session so that the pictures are the same size, so the focus is on each other (rather than a camera at the end of the room) and to facilitate sharing documents. The in-person attendees would need to mute their audio (both mic and speakers) to avoid feedback, and one person in the meeting room should leave their speakers on so that everyone in the room can hear what is said by remote attendees. Everyone has a laptop and there is an external speaker available: A fairly low-cost way to improve the sound is to use an external microphone/speaker system, like a Jabra 710 in your conference room. If you do not have conferencing equipment, here are instructions on finding and requesting that equipment for your team .  One attendee will connect to the Jabra using a USB cable or by bluetooth. That person will need to set their sound settings. In Zoom, you do this by clicking on the “up arrow” next to the word “Mute” and to select the Jabra as the Microphone and the Speaker (as shown below). Using in-room camera and display: If you’re using a room that has an installed display and camera at the front, often called a “huddle room” or a conference room, this will be your Zoom connection for the in-person attendees. One person in the room will need to log into Zoom on a computer which is connected to the in-room display and camera. Some rooms will require an attendee to bring their own laptop and connect the display and camera through an HDMI cable, while others may come with a podium computer. This computer will be how in-room participants will hear and see the remote side. Remote participants will see a single picture of the huddle space that is a bit farther away (than individual boxes in Zoom), but still close enough to see faces and expressions. Need Help? If you have questions about video conferencing during a hybrid meeting, please contact peps@carleton.edu ."
Conferencing for Hybrid Teams: Conference-Ready Rooms,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137446,"Many departments have their own conference-ready rooms (often called ""huddle rooms"") that have a webcam, microphone, and speaker setup to connect in-person attendees with remote attendees. If your team have hybrid meetings, here are options to consider. Sayles 253 is conference-ready and can be scheduled through Campus Scheduling During term breaks, you may be able to schedule classrooms that have conferencing equipment in them Your department may wish to purchase equipment through ITS to create a permanent ""huddle room"" or to bring with you to make a pop-up huddle room wherever you need to meet."
Conferencing for Hybrid Teams: Requesting Equipment,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137163,"For hybrid teams, with some people working remotely and some people working from campus, your team may want to set up a ""hybrid ready"" meeting room, sometimes called a Huddle Room. While ITS does not purchase conferencing equipment for departments, departments can order this equipment through ITS by providing a budget number along with your request. Common Conferencing Equipment Speaker/mic for hybrid video meetings We recommend the Jabra Speak 710 Webcams for video conferencing For installed/permanent use we recommend Logitech MeetUp , which includes speakers but not a microphone. This will usually also require contracting electrical and data work through ITS. For mobile/pop-up use we recommend the Logitech C930e (or C930c - they're really the same thing), or the Logitech BCC950 Speaker Phone Please place a Telephone Request -- we will work with you to determine networking and hardware options Requesting Equipment Choose equipment that matches your department's needs and budget (ITS can help advise you on this) Open a Ticket (link opens in a new window ) to place your request Include equipment model numbers and links if possible Include a budget number We'll order the equipment and contract with any vendors needed for power and data wiring. Need Help? Please contact the ITS Helpdesk for assistance: go.carleton.edu/helpdesk or 507-222-5999"
Core Communication Tools at Carleton,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137520,Carleton supports many communication tools that are useful for hybrid and remote teams: Gmail: mail.carleton.edu Google Calendar: calendar.carleton.edu Google Chat: mail.google.com/chat Direct Chat Rooms Google Meet: meet.google.com Moodle (for course-based communication as well as for teams that have specially set up Moodle sites for themselves) Slack ( free accounts are available from Slack ) Zoom: carleton.zoom.us
GlobalProtect VPN: Installing and Connecting Your Carleton VPN,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137157&SIDs=10284,"Carleton's VPN, called GlobalProtect, provides encryption and security while using the Internet, and it allows you to access Carleton's online resources from off campus. There are some common applications (such as the Zulu Softphone) that require the use of the VPN for people who are off campus. In addition, anyone accessing sensitive data is required to use the VPN. How to Install the GlobalProtect VPN Download the GlobalProtect VPN Installer (opens in a new window) You can also install this from the App Store for iOS devices or the Google Play Store for Android devices. You will see a login page from Palo Alto . Please use your Carleton username and password to log in. Run the installer, following its prompts. On Carleton-owned Windows machines, users will be prompted to enter an administrative username and password. The username is .\admin and the password is the one that you set. If you have forgotten your password, contact the ITS Helpdesk or call 507-222-5999 . Have your CCID (the 5-digit number on a Carleton barcode sticker on your computer) when you contact the Helpdesk. If prompted, enter the following Portal Address: gateway.carleton.edu Restart your computer (both Windows and MacOS) MacOS: System Extension blocked Warning If you see a warning that a System Extension has been blocked: Click on the Apple menu in your task bar Select System Preferences (macOS 11-12 ) or System Settings (macOS 13-14) Select Security & Privacy (macOS 11-12 ) or Privacy & Security (macOS 13-14) In the General Tab (macOS 11-12 ) or the main window (macOS 13-14) , if you see "" System software from developer 'Palo Alto Networks' ""... On macOS 11-12 click on the lock to make changes Enter the username and password you use to log into your computer Click allow next to ""System software from developer 'Palo Alto Networks' was blocked from loading"" Click the lock to stop making changes On macOS 13-14 Click allow next to ""System software from developer 'Palo Alto Networks' was blocked from loading"" If you did not see anything listed under the ""Allow apps downloaded from"" section of the General Tab (macOS 11-12 ) or the main window (macOS 13-14) , please contact the ITS Helpdesk ( 507-222-5999 ). Linux: Installing the GlobalProtect VPN Download the archive with the installer in it here (link opens in a new tab) . Unpack the archive and run the version you need - more detailed instructions are available here (link opens in a new tab) . Connecting and Disconnecting the VPN Click on the GlobalProtect Icon in your task bar (near the computer's clock) On a Mac, If nothing happens when you click this icon you may have to manually allow security access to Global Protect.  See the instructions in the How to Install section above, step 4 on allowing security access on a Mac. If this is the first time you are running GlobalProtect after installation, it may prompt you for a portal address. Enter: gateway.carleton.edu Enter your Carleton username and password when prompted Click Connect When you are finished using the VPN, click Disconnect"
Google Drive and Dropbox: Cloud File Storage for Remote and Hybrid Work,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137161,"Keeping your files in the cloud is nearly always a good idea, but it is a particularly good idea if you're moving between computers frequently. There may be data that is too sensitive to keep in the cloud, but for everything else, we recommend Google Drive and Dropbox. Carleton's Google Drive is available at https://drive.carleton.edu You can install Google Drive for Desktop to use Google Drive from a folder on your computer if you prefer not to use it in a browser ITS (the Helpdesk and the Academic Technologists) are happy to help you think about efficient uses of Google Drive Google provides good documentation on how to use Drive effectively Carleton provides Dropbox for Business Install Dropbox Link with your Carleton Account Link with your personal Dropbox Account (optional) Not at your own computer? Your files are always available at dropbox.com ITS (the Helpdesk and the Academic Technologists) are happy to help you think about efficient uses of Dropbox Dropbox provides good documentation about how to use Dropbox"
How to Transport Your Computer Monitor,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137295,"Computer monitors are quite fragile. Newer monitors have a thin sheet of glass as their main feature, so transporting them requires some care and planning: Do not bump monitors against hard objects - bumping their edges can cause especially damaging cracks Lay monitors flat for transportation, ideally supported by a folded up towel so that the entire glass surface is supported Secure monitors for transportation, ensuring that they won't slide around and bump into things that may cause cracks"
Improving Home WiFi Connections,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=136958,"Whether you’re at home, a coffee shop, an airport, or an international location, the quality of your Internet connection makes the biggest difference in how well you can work remotely. Your own Internet Service Provider (ISP) will be the most helpful for troubleshooting Internet problems at your house, but here are some general tips for setting yourself up for good Internet connections. Check your Internet connection speeds We recommend SpeedTest (or the SpeedTest iOS/Android app) for good, free Internet speed checking. If it is connected, disconnect your VPN Go to speedtest.net (link opens in a new window) Below the big GO button you'll see your internet provider listed on the left, and a server name on the right with a ""Change Server"" link below it. Click Change Server and then search for Carleton College . This will help you see how fast your connection to Carleton will be. Click the big round GO button to begin the test Here are the results to look for: less than 75 milliseconds for Ping time 15 megabits per second (Mb/s) or more for Download speed 5 megabits per second (Mb/s) or more for Upload speed Improve your Internet Connection Your Internet Service Provider (ISP) is your best contact for improving your Internet connection. Here are some tips that may help you. If possible, connect using an Ethernet cable rather than WiFi. This will be your fastest, most reliable connection option. Many WiFi routers come with 2.4 GHz and 5 GHz options. 2.4 GHz is slower, but also steadier, better able to pass through walls, and better able to support multiple WiFi connections at once. If you are physically near your router, the 5 GHz option may work better for you, but experiment in your own environment to see whether one option or the other offers the most stable connection. WiFi doesn't travel through all materials equally. People, appliances, electronics can block more signal than regular walls, for example. Try removing obstructions or changing your position so that there are as few obstructions (including your own body) between the WiFi router and your computer. Consider installing a newer WiFi router or a WiFi mesh network that covers your home with multiple access points. WiFi signal repeaters may also be useful to spread signal to areas farther away from your router. The Wirecutter by The New York Times regularly tests and recommends WiFi access points and mesh hardware. Consider changing your local ISP or your service package with your ISP if there are multiple options available in your area Cable and Fiber options are faster and more reliable than DSL A Cellular Hotspot may work depending on your area's cellular coverage, your provider's bandwidth/data restrictions, and your computing needs Satellite and dial-up are generally insufficient for remote work Maintain your network security Your ISP or even your specific WiFi router should provide you with instructions on securing your home network. We recommend working with them to ensure that you are using: a secure admin password on your router (used to get into and configure router settings) a secure WiFi password (used to connect your devices to the WiFi) WPA3 or WPA2 encryption (WPA and WEP options are less secure) You can also improve your security on your computer. This should be done in addition to securing your home WiFi network. Use the Carleton VPN whenever you're connected to the Internet Note that you MUST use the VPN and a Carleton-issued computer if you work with sensitive data such as student or financial date ( more information about data management and security ) Make sure your computer's operating system is up to date Make sure that core applications (Microsoft Office, Chrome, Firefox, Adobe, Zoom, etc) are up to date Turn on automatic updates for your operating system and your software applications Run anti-virus and anti-malware scans Note that Carleton does not provide software for privately owned computers. Faculty and Staff should use Carleton-supplied computers when working remotely, but here are some recommended options for protecting privately owned computers: Windows Defender/Windows Security AVG AVAST Contact the ITS Helpdesk immediately if you have questions about information security Open a Ticket Phone: 507-222-5999 Need Help? Please contact the ITS Helpdesk for assistance: https://go.carleton.edu/helpdesk or 507-222-5999"
Setting up a Cellular Hotspot for Mobile WiFi,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137080,"Depending on your phone and your cellular data plan, you may be able to share your cellphone data with your computer and other WiFi devices around you. This will count against any data limits on your cell phone plan. iPhone or iPad hotspot setup Android hotspot setup Windows Phones Open settings > Internet Sharing and turn on sharing ITS has a very limited number of hotspots available to lend. Please place an Equipment Checkout Request if you know you will need a hotspot for your work activities."
Standard Computing Equipment for Carleton Employees,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=136901&SIDs=10250,"In this guide: Computers Current Year Older Peripherals Monitors Other Computers Beginning in 2021, when Carleton employees receive new computers they will be issued laptops rather than desktops unless the employee specifically requests a desktop computer. Laptops will come with docks/stands, external monitors, keyboards, etc so that employees have sufficient screen real estate while working at their desks and better options for ergonomic working conditions 2023-2024 Computers Apple MacBook Pro 13-inch macOS Ventura Apple M2 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine 16GB SDRAM 512GB/1TB SSD 3yr AppleCare+ Protection iMac desktop (by request) Apple M1 chip 16GB RAM 512GB SSD Windows Microsoft Surface Laptop 5 Windows 11 Enterprise Intel Core i7-1185G7 Processor (3.0GHz, 4 cores, 12MB Cache) 13.5"" (2256 x1504) Touchscreen Display 16GB RAM 512GB SSD 3yr Microsoft Service Agreement Dell OptiPlex 7000 (by request) Windows 11 Enterprise Intel Core i7-12700 16GB RAM 512GB SSD 4yr Microsoft Service Agreement Older standard computers ITS staff, please see our list of older standard computers Perip herals Peripherals such as monitors, keyboard, and laptop stands are replaced as needed. Monitors The standard policy is that each employee gets two ""screens"" included in their standard setup. This will be either a laptop (or iMac desktop) with 1 external monitor; or a screen-less desktop (e.g. Dell mini-tower) with 2 external monitors. If additional monitors are needed, please place a Hardware Request and provide a budget code that we can charge for additional equipment. Note the monitors listed below may not be the exact models currently available, but should be comparable to available monitors. ITS may also deploy used monitors, but if so, those monitors will be of comparable quality and working condition. Dell UltraSharp 24"" Monitor - U2422H Resolution: 1920 x 1080 Brightness: 250 cd/m² Adjustable height, orientation, left/right tilt, and up/down tilt Lenovo ThinkVision 23.8"" Monitor - S24e-20 Resolution: 1920 x 1080 Brightness: 250 cd/m² Adjustable up/down tilt Laptop Docks/Stands Griffin Elevator Laptop Stand Lenovo ThinkPad Ultra Dock for Lenovo laptops Mouse options Apple wireless Magic Mouse Apple wired Magic Mouse (limited to existing stock, no longer sold by Apple) Microsoft wireless Sculpt Comfort Mouse Microsoft/Dell/Logitech wired mouse Keyboard options Apple wired keyboard with numeric keypad (limited to existing stock, no longer sold by Apple) Apple wireless Magic Keyboard Dell/Logitech wired keyboard Logitech MK270 Wireless Keyboard and Mouse Combo Optional Changes/Additions Available Many options are available to meet your needs. Typically ITS will charge your budget number for the cost of additional/custom equipment. Place a Hardware Request and provide a budget code that we can use to charge for additional/custom equipment."
Troubleshooting Home WiFi Problems,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=137079,"If your home WiFi seems sluggish or inconsistent, check out our article on Improving Home WiFi Connections . If you've had good WiFi in the past but experience sudden changes in performance, here are some things to try: If a microwave is running, that could easily disrupt your signal. Wait till it is done and try again. Unplug both your modem and your WiFi router (if they are separate devices). Wait for 10 seconds, and then plug them back in. Wait for them to turn on and establish their connections (can take a minute or more). Make sure all cables (ethernet and power cables, usually) are fully connected to the modem and/or router, pressing them in securely Check to see if another device in your house (phones, gaming consols, iPads, streaming services, TVs, smart devices) are doing bandwidth-intensive activities (moving lots of data, especially video data). Turn them off if possible. Connect your computer to your modem with an ethernet cable Call your Internet Service Provider (it's a good idea to have their phone number pre-programmed into your phone or written down somewhere, along with your account information)"
